adaptive_speedup,clique_interval_lp_evaluations,clique_interval_matrix_nnz,clique_interval_matrix_storage_bytes,clique_relative_gap,clique_root_bound,clique_seconds,clique_solver_iterations,clique_splits,clique_status,clique_theta_evaluations,clique_theta_fraction,compressed_relative_gap,compressed_root_bound,compressed_seconds,compressed_splits,compressed_status,compressed_theta_evaluations,compressed_theta_fraction,configuration,family,final_lower_bound_relative_difference,gamma,instance,menu_size,n,repeats,seed,theta_count
6.451232623000422,7,175982,2192508,0.0,36326.632912039255,0.6537840419914573,22871,3,exact,12,0.46153846153846156,4.9289495864203515e-14,36313.73260583732,0.1013424999837298,0,tolerance,3,0.11538461538461539,primary,dense_frontier,0.0,37,dense_frontier_n1440_m6_g37_s12,6,1440,5,12,26
6.628752048956972,7,175977,2192448,0.0,36313.292331309596,0.6578064170025755,23295,3,exact,12,0.46153846153846156,2.7541377474796275e-13,36298.71371190278,0.09923533300752752,0,tolerance,3,0.11538461538461539,primary,dense_frontier,0.0,37,dense_frontier_n1440_m6_g37_s13,6,1440,5,13,26
6.665008977646437,7,175975,2192424,0.0,36330.140334744414,0.6664747909817379,23215,3,exact,12,0.46153846153846156,1.7329709957207244e-13,36317.41876702483,0.09999608300859109,0,tolerance,3,0.11538461538461539,primary,dense_frontier,0.0,37,dense_frontier_n1440_m6_g37_s14,6,1440,5,14,26
6.651015692094108,7,175975,2192424,0.0,36338.683726790136,0.6653260409948416,23181,3,exact,12,0.46153846153846156,6.609785240210094e-15,36325.93080443606,0.10003375000087544,0,tolerance,3,0.11538461538461539,primary,dense_frontier,0.0,37,dense_frontier_n1440_m6_g37_s15,6,1440,5,15,26
2.1597780647097986,9,57185,712248,2.8120491731713374e-15,7802.397113877584,0.18528925001737662,8212,4,tolerance,13,0.5,2.584741865006654e-12,7763.820059543033,0.0857908750185743,3,tolerance,12,0.46153846153846156,primary,correlated_risk,0.0,18,correlated_risk_n360_m6_g18_s11,6,360,5,11,26
2.1065641622193194,8,51052,635760,0.0,7802.9830522643815,0.18004645899054594,8005,4,exact,12,0.48,1.761402266586516e-11,7760.927138148438,0.0854692499851808,3,tolerance,12,0.48,primary,correlated_risk,0.0,18,correlated_risk_n360_m6_g18_s12,6,360,5,12,25
2.0241171065011296,8,50642,630840,2.235814525401877e-15,7775.518160710831,0.16895550000481308,7377,4,tolerance,12,0.48,2.401735498076437e-12,7731.463277913847,0.08347120799589902,3,tolerance,12,0.48,primary,correlated_risk,0.0,18,correlated_risk_n360_m6_g18_s13,6,360,5,13,25
2.0453040420262103,8,50633,630732,8.221214610348081e-16,7786.115553332635,0.16617745801340789,7307,4,tolerance,12,0.48,3.902375683686224e-12,7745.850565114215,0.08124829101143405,3,tolerance,12,0.48,primary,correlated_risk,0.0,18,correlated_risk_n360_m6_g18_s14,6,360,5,14,25
2.0412003916783656,8,51066,635928,2.34512298497428e-15,7796.701459730175,0.1681394590123091,7086,4,tolerance,12,0.5,1.2944844364759528e-11,7758.50595767677,0.08237283301423304,3,tolerance,12,0.5,primary,correlated_risk,0.0,18,correlated_risk_n360_m6_g18_s15,6,360,5,15,24
2.624764064592082,8,101790,1267656,7.234744377795491e-15,15641.646710006338,0.4153172920050565,14315,4,tolerance,12,0.46153846153846156,3.0053361524213366e-12,15588.296853477541,0.15823033300694078,3,tolerance,12,0.46153846153846156,primary,correlated_risk,0.0,26,correlated_risk_n720_m6_g26_s11,6,720,5,11,26
