adaptive_speedup,clique_interval_lp_evaluations,clique_interval_matrix_nnz,clique_interval_matrix_storage_bytes,clique_relative_gap,clique_root_bound,clique_seconds,clique_solver_iterations,clique_splits,clique_status,clique_theta_evaluations,clique_theta_fraction,compressed_relative_gap,compressed_root_bound,compressed_seconds,compressed_splits,compressed_status,compressed_theta_evaluations,compressed_theta_fraction,configuration,family,final_lower_bound_relative_difference,gamma,instance,menu_size,n,repeats,seed,theta_count
6.417480545765128,5,261507,3253344,0.0,72758.88242803396,1.354193083505379,36993,2,exact,9,0.34615384615384615,2.060380547020632e-14,72746.13763409831,0.21101631299825385,0,tolerance,3,0.11538461538461539,stress,dense_frontier,0.0,53,dense_frontier_n2880_m6_g53_s41,6,2880,2,41,26
8.354398586711651,5,523010,6506580,2.1373674179538806e-14,145707.22597288195,3.353448458001367,72281,2,tolerance,9,0.34615384615384615,2.0534707529500834e-13,145698.38731107395,0.401399145994219,0,tolerance,3,0.11538461538461539,stress,dense_frontier,0.0,75,dense_frontier_n5760_m6_g75_s41,6,5760,2,41,26
6.192188713656931,8,407114,5069784,0.0,62815.57175178822,2.948704270995222,56162,4,exact,12,0.46153846153846156,4.0873292395617924e-13,62696.334287394464,0.47619741699600127,2,tolerance,9,0.34615384615384615,stress,correlated_risk,0.0,53,correlated_risk_n2880_m6_g53_s41,6,2880,2,41,26
5.950449413194446,7,701055,8735304,3.404018260981387e-14,125832.1727755029,7.469101791997673,91256,3,tolerance,12,0.46153846153846156,5.608525325236e-13,125682.8156040725,1.2552164170047035,3,tolerance,12,0.46153846153846156,stress,correlated_risk,0.0,75,correlated_risk_n5760_m6_g75_s41,6,5760,2,41,26
6.099234235757865,5,261509,3253368,2.369734030250753e-14,53440.40081934984,1.1213400209962856,30597,2,tolerance,9,0.34615384615384615,8.935531593376546e-13,53424.4184667038,0.18384931249602232,0,tolerance,3,0.11538461538461539,stress,near_tie,0.0,53,near_tie_n2880_m6_g53_s41,6,2880,2,41,26
8.342454326333906,5,523013,6506616,0.0,107040.6620649949,3.1006328750081593,65052,2,exact,9,0.34615384615384615,2.2855974351663636e-13,107025.71293841931,0.3716691459994763,0,tolerance,3,0.11538461538461539,stress,near_tie,0.0,75,near_tie_n5760_m6_g75_s41,6,5760,2,41,26
2.574532476389592,19,879666,10993980,1.9500556984758144e-14,64872.72227326447,4.817543853991083,123131,9,tolerance,30,0.002083188667453649,3.1665730033970637e-13,64175.84434219445,1.871230562508572,9,tolerance,30,0.002083188667453649,stress,many_breakpoints,0.0,53,many_breakpoints_n2880_m6_g53_s41,6,2880,2,41,14401
4.722427846081536,19,1757757,21968832,7.055278281364675e-07,126784.52470719977,18.0353702709981,261039,9,tolerance,30,0.001041630498941009,7.055279911420038e-07,123821.07460663842,3.8190885829972103,9,tolerance,30,0.001041630498941009,stress,many_breakpoints,0.0,75,many_breakpoints_n5760_m6_g75_s41,6,5760,2,41,28801
