family,instance,method,n,repeat,seconds,seed
many_breakpoints,many_breakpoints_n360_m6_g18_s52,compressed,360,0,0.04473841600702144,52
many_breakpoints,many_breakpoints_n360_m6_g18_s52,compressed,360,1,0.04398320897598751,52
many_breakpoints,many_breakpoints_n360_m6_g18_s52,compressed,360,2,0.0441091250104364,52
many_breakpoints,many_breakpoints_n360_m6_g18_s52,clique,360,0,0.07906258301227354,52
many_breakpoints,many_breakpoints_n360_m6_g18_s52,clique,360,1,0.07908045899239369,52
many_breakpoints,many_breakpoints_n360_m6_g18_s52,clique,360,2,0.0791600410011597,52
many_breakpoints,many_breakpoints_n720_m6_g26_s51,compressed,720,0,0.08778941701166332,51
many_breakpoints,many_breakpoints_n720_m6_g26_s51,compressed,720,1,0.08676437500980683,51
many_breakpoints,many_breakpoints_n720_m6_g26_s51,compressed,720,2,0.08744179201312363,51
many_breakpoints,many_breakpoints_n720_m6_g26_s51,clique,720,0,0.21876041698851623,51
many_breakpoints,many_breakpoints_n720_m6_g26_s51,clique,720,1,0.21616987499874085,51
many_breakpoints,many_breakpoints_n720_m6_g26_s51,clique,720,2,0.21731245898990892,51
many_breakpoints,many_breakpoints_n720_m6_g26_s52,compressed,720,0,0.09396395899238996,52
many_breakpoints,many_breakpoints_n720_m6_g26_s52,compressed,720,1,0.09409154200693592,52
many_breakpoints,many_breakpoints_n720_m6_g26_s52,compressed,720,2,0.09500337499775924,52
many_breakpoints,many_breakpoints_n720_m6_g26_s52,clique,720,0,0.22589520798646845,52
many_breakpoints,many_breakpoints_n720_m6_g26_s52,clique,720,1,0.2262476249889005,52
many_breakpoints,many_breakpoints_n720_m6_g26_s52,clique,720,2,0.22615662499447353,52
many_breakpoints,many_breakpoints_n1440_m6_g37_s51,compressed,1440,0,0.1731011249939911,51
many_breakpoints,many_breakpoints_n1440_m6_g37_s51,compressed,1440,1,0.17119774999446236,51
many_breakpoints,many_breakpoints_n1440_m6_g37_s51,compressed,1440,2,0.17105299999821,51
many_breakpoints,many_breakpoints_n1440_m6_g37_s51,clique,1440,0,0.8257254589989316,51
many_breakpoints,many_breakpoints_n1440_m6_g37_s51,clique,1440,1,0.8226410830102395,51
many_breakpoints,many_breakpoints_n1440_m6_g37_s51,clique,1440,2,0.8229967500083148,51
many_breakpoints,many_breakpoints_n1440_m6_g37_s52,compressed,1440,0,0.19178850000025705,52
many_breakpoints,many_breakpoints_n1440_m6_g37_s52,compressed,1440,1,0.18934804198215716,52
many_breakpoints,many_breakpoints_n1440_m6_g37_s52,compressed,1440,2,0.19432850001612678,52
many_breakpoints,many_breakpoints_n1440_m6_g37_s52,clique,1440,0,0.8186400000122376,52
many_breakpoints,many_breakpoints_n1440_m6_g37_s52,clique,1440,1,0.8159822919988073,52
many_breakpoints,many_breakpoints_n1440_m6_g37_s52,clique,1440,2,0.8248599169892259,52
