family,groups,seed,repeat,order_index,method,status,certified,objective,upper_bound,relative_gap,seconds,nodes,theta_integer_solves,interval_bound_evaluations,interval_splits,thresholds_covered_by_prunes
correlated_risk,30,2,0,2,enumeration,optimal,True,629.6610215931211,629.6610215931211,0.0,0.2628018750001502,2001,1,0,0,17
correlated_risk,30,2,0,3,scip,optimal,True,629.6610215931211,629.6610215931211,0.0,1.392992208000578,1334,0,0,0,0
correlated_risk,30,2,1,0,clique,optimal,True,629.6610215931211,629.6610215931211,0.0,0.26335829199979344,2001,3,8,4,17
correlated_risk,30,2,1,1,enumeration,optimal,True,629.6610215931211,629.6610215931211,0.0,0.27799837499969726,2001,1,0,0,17
correlated_risk,30,2,1,2,scip,optimal,True,629.6610215931211,629.6610215931211,0.0,1.4165819579993695,1334,0,0,0,0
correlated_risk,30,2,1,3,envelope,optimal,True,629.6610215931211,629.6610215931211,0.0,0.2658325000002151,2001,3,8,4,17
near_tie,30,0,0,0,enumeration,optimal,True,528.7264751809771,528.7264751809771,0.0,0.05955850000009377,138,3,0,0,20
near_tie,30,0,0,1,scip,optimal,True,528.7264751809771,528.7264751809771,0.0,1.6852585000006002,27,0,0,0,0
near_tie,30,0,0,2,envelope,optimal,True,528.7264751809771,528.7264751809771,0.0,0.08145637500001612,138,8,22,11,20
near_tie,30,0,0,3,clique,optimal,True,528.7264751809771,528.7264751809771,0.0,0.07614454100075818,138,8,22,11,20
near_tie,30,0,1,0,scip,optimal,True,528.7264751809771,528.7264751809771,0.0,1.7108726670003307,27,0,0,0,0
near_tie,30,0,1,1,envelope,optimal,True,528.7264751809771,528.7264751809771,0.0,0.08104520799952297,138,8,22,11,20
near_tie,30,0,1,2,clique,optimal,True,528.7264751809771,528.7264751809771,0.0,0.0762174170004073,138,8,22,11,20
near_tie,30,0,1,3,enumeration,optimal,True,528.7264751809771,528.7264751809771,0.0,0.059853959000065515,138,3,0,0,20
near_tie,30,1,0,0,scip,optimal,True,526.740624444015,526.740624444015,0.0,1.1391169999997146,806,0,0,0,0
near_tie,30,1,0,1,envelope,optimal,True,526.740624444015,526.740624444015,0.0,0.12513379200026975,619,6,18,9,22
near_tie,30,1,0,2,clique,optimal,True,526.740624444015,526.740624444015,0.0,0.12125558400020964,619,6,18,9,22
near_tie,30,1,0,3,enumeration,optimal,True,526.740624444015,526.740624444015,0.0,0.07675216600000567,305,1,0,0,22
near_tie,30,1,1,0,envelope,optimal,True,526.740624444015,526.740624444015,0.0,0.12466995900012989,619,6,18,9,22
near_tie,30,1,1,1,clique,optimal,True,526.740624444015,526.740624444015,0.0,0.12018341700058954,619,6,18,9,22
near_tie,30,1,1,2,enumeration,optimal,True,526.740624444015,526.740624444015,0.0,0.07691574999989825,305,1,0,0,22
near_tie,30,1,1,3,scip,optimal,True,526.740624444015,526.740624444015,0.0,1.1731326669996633,806,0,0,0,0
near_tie,30,2,0,0,envelope,optimal,True,528.66922455503,528.66922455503,0.0,0.18051174999982322,1233,6,18,9,22
