adaptive_speedup,clique_interval_lp_evaluations,clique_interval_matrix_nnz,clique_interval_matrix_storage_bytes,clique_relative_gap,clique_root_bound,clique_seconds,clique_solver_iterations,clique_splits,clique_status,clique_theta_evaluations,clique_theta_fraction,compressed_all_interval_bounds_certified,compressed_interval_bound_evaluations,compressed_maximum_oracle_optimality_gap,compressed_maximum_scaled_oracle_optimality_gap,compressed_multiplier_evaluations,compressed_relative_gap,compressed_root_bound,compressed_seconds,compressed_splits,compressed_status,compressed_theta_evaluations,compressed_theta_fraction,configuration,family,final_lower_bound_relative_difference,gamma,instance,menu_size,n,repeats,seed,theta_count
3.746944509262838,5,65702,817284,9.60914957287583e-07,17237.46355970385,0.21486041699972702,8057,2,tolerance,9,0.002499305748403221,True,1,0.00012857034016633406,7.458783676493557e-09,48,9.609149781816508e-07,17237.440545638157,0.05734283399942797,0,tolerance,3,0.0008331019161344071,sparse_budget,many_breakpoints,0.0,1,many_breakpoints_n720_m6_g1_s32,6,720,3,32,3601
3.8623096991806882,5,65702,817284,9.778338118085945e-07,17230.226832959685,0.22203774999979942,8079,2,tolerance,9,0.002499305748403221,True,1,0.00012847257312387228,7.456241585235397e-09,48,9.778339819872858e-07,17230.205279060356,0.0574883340004817,0,tolerance,3,0.0008331019161344071,sparse_budget,many_breakpoints,0.0,1,many_breakpoints_n720_m6_g1_s33,6,720,3,33,3601
8.335064803393621,8,183408,2247072,0.0,18276.856184692184,0.6006501250003566,18983,4,exact,12,0.46153846153846156,True,1,0.00016711176067474298,9.153771478039296e-09,45,2.0724619002225248e-14,18256.055558701548,0.07206304200008162,0,tolerance,3,0.11538461538461539,wide_menu,dense_frontier,0.0,26,dense_frontier_n720_m12_g26_s31,12,720,3,31,26
8.415611753400203,8,183408,2247072,0.0,18280.666849521065,0.5989829170002849,18723,4,exact,12,0.46153846153846156,True,1,0.00016643148046568967,9.114370585749644e-09,45,2.4305871740463126e-14,18260.33722239756,0.07117520800056809,0,tolerance,3,0.11538461538461539,wide_menu,dense_frontier,0.0,26,dense_frontier_n720_m12_g26_s32,12,720,3,32,26
2.2333195367514906,8,183414,2247144,1.990511225242332e-15,18293.622131977438,0.6049910000001546,19223,4,tolerance,12,0.46153846153846156,True,7,0.00016743177184253,9.201344016090532e-09,315,2.2253915498209272e-13,18276.605331123526,0.2708931659999507,3,tolerance,12,0.46153846153846156,wide_menu,dense_frontier,0.0,26,dense_frontier_n720_m12_g26_s33,12,720,3,33,26
2.276958679364603,9,212585,2602968,0.0,15836.391039329761,0.6846888750005746,16293,5,tolerance,13,0.5,True,9,0.0001253494974662317,7.950993798652926e-09,441,0.0,15786.472071639915,0.30070324999996956,5,exact,13,0.5,wide_menu,correlated_risk,0.0,26,correlated_risk_n720_m12_g26_s31,12,720,3,31,26
2.5629556814088295,9,212560,2602668,7.714765348689992e-15,15848.466239081179,0.6668045000005804,15898,4,tolerance,13,0.5,True,7,0.0001253700647794176,7.945347278220264e-09,343,2.8429486038679983e-13,15797.439931095441,0.260170124999604,3,tolerance,12,0.46153846153846156,wide_menu,correlated_risk,0.0,26,correlated_risk_n720_m12_g26_s32,12,720,3,32,26
2.234635715566896,9,212570,2602788,5.753424674840263e-15,15853.334963359344,0.6755307499997798,16115,4,tolerance,13,0.5,True,9,0.0001242334383277921,7.870072225446035e-09,441,2.8893698717047804e-13,15807.884054698987,0.3023001669998848,4,tolerance,13,0.5,wide_menu,correlated_risk,0.0,26,correlated_risk_n720_m12_g26_s33,12,720,3,33,26
2.048936896759958,8,183176,2244288,0.0,13720.88041483998,0.5164064580003469,13013,4,exact,12,0.46153846153846156,True,7,0.00012166060332674533,9.026055430658078e-09,322,1.7425927654198903e-13,13705.62953232874,0.2520362919995023,3,tolerance,12,0.46153846153846156,wide_menu,near_tie,0.0,26,near_tie_n720_m12_g26_s31,12,720,3,31,26
2.1024853237635712,8,183752,2251200,0.0,13690.29706708633,0.5211183330002314,13541,4,exact,12,0.46153846153846156,True,7,0.00012561468429339584,9.341428496894865e-09,322,1.97678272578099e-13,13673.825749371443,0.24785825000071782,3,tolerance,12,0.46153846153846156,wide_menu,near_tie,0.0,26,near_tie_n720_m12_g26_s32,12,720,3,32,26
7.173560845295086,7,163591,2003496,0.0,13717.377015798664,0.48283504200026073,12326,3,exact,12,0.46153846153846156,True,1,0.00012546696234494448,9.159319040340363e-09,46,5.675426323685269e-13,13698.284969914323,0.06730758300000161,0,tolerance,3,0.11538461538461539,wide_menu,near_tie,0.0,26,near_tie_n720_m12_g26_s33,12,720,3,33,26
1.6320256862645364,17,363552,4460748,0.0,16402.311846224664,1.36737762499979,41191,8,exact,27,0.00340866052266128,True,17,0.00014879914124321658,9.17063301183184e-09,825,4.188154766963187e-14,16286.910687026202,0.8378407500003959,8,tolerance,27,0.00340866052266128,wide_menu,many_breakpoints,0.0,26,many_breakpoints_n720_m12_g26_s31,12,720,3,31,7921
1.589562739819919,17,363552,4460748,0.0,16384.242250467294,1.3308619999997973,40681,8,exact,27,0.00340866052266128,True,17,0.00014936361549189314,9.215185009216754e-09,825,4.0585436165635757e-14,16269.214178022947,0.8372503749997122,8,tolerance,27,0.00340866052266128,wide_menu,many_breakpoints,0.0,26,many_breakpoints_n720_m12_g26_s32,12,720,3,32,7921
1.6945198679798261,17,363552,4460748,0.0,16388.19771350546,1.4259200410006088,42652,8,exact,27,0.00340866052266128,True,17,0.00014948559510230552,9.222059068606034e-09,825,5.399520665175277e-14,16271.293997986319,0.841489124999498,8,tolerance,27,0.00340866052266128,wide_menu,many_breakpoints,0.0,26,many_breakpoints_n720_m12_g26_s33,12,720,3,33,7921
1.7991942721777299,5,65386,813492,6.893449841734313e-15,17490.603915718035,0.26509208399966155,10834,2,tolerance,9,0.34615384615384615,True,5,0.00016811659952509217,9.65324018805561e-09,235,4.3658515664317315e-14,17415.56164044384,0.14733933299976343,2,tolerance,9,0.34615384615384615,large_budget,dense_frontier,0.0,144,dense_frontier_n720_m6_g144_s31,6,720,3,31,26
1.8133427687779518,5,65386,813492,2.92496901233206e-15,17489.327680202223,0.2661134169993602,10905,2,tolerance,9,0.34615384615384615,True,5,0.00016761666847742163,9.626097881818768e-09,235,2.7494708715921364e-13,17412.732608298797,0.14675295899996854,2,tolerance,9,0.34615384615384615,large_budget,dense_frontier,0.0,144,dense_frontier_n720_m6_g144_s32,6,720,3,32,26
1.707505967223914,5,65384,813468,3.3398102354225467e-15,17506.807308430107,0.25604841699987446,10788,2,tolerance,9,0.34615384615384615,True,5,0.00016903764844755642,9.698958171435266e-09,235,1.7575751363911152e-13,17428.43359665113,0.14995462499973655,2,tolerance,9,0.34615384615384615,large_budget,dense_frontier,0.0,144,dense_frontier_n720_m6_g144_s33,6,720,3,33,26
3.3824445628018918,8,108646,1349928,9.017135656982579e-15,15223.041763816189,0.693240749999859,21629,4,tolerance,12,0.46153846153846156,True,8,0.00010208422645519022,6.838570946057504e-09,392,2.3688259077262344e-13,14970.838541737567,0.20495258299979469,4,tolerance,12,0.46153846153846156,large_budget,correlated_risk,0.0,144,correlated_risk_n720_m6_g144_s31,6,720,3,31,26
3.618906072622522,7,95619,1187832,5.965466235181678e-15,15238.27074707801,0.7004386660000819,20657,3,tolerance,12,0.46153846153846156,True,7,0.00010285461394232698,6.884016795142262e-09,343,3.201872693577105e-14,14980.654693624592,0.1935498330003611,3,tolerance,12,0.46153846153846156,large_budget,correlated_risk,0.0,144,correlated_risk_n720_m6_g144_s32,6,720,3,32,26
3.3268181649259847,7,95657,1188288,7.31574824952867e-15,15207.440450013682,0.6484894590003023,19229,3,tolerance,12,0.46153846153846156,True,7,0.00010283677693223581,6.893277931896196e-09,343,3.1079737146747637e-13,14956.884331716925,0.19492783399982727,3,tolerance,12,0.46153846153846156,large_budget,correlated_risk,0.0,144,correlated_risk_n720_m6_g144_s33,6,720,3,33,26
5.614227786329789,11,144011,1791624,0.0,12846.618300283564,0.5351152090006508,21275,5,exact,18,0.6923076923076923,True,3,0.00012496986164478585,9.895201823601104e-09,144,4.0630542661149157e-13,12630.384238712344,0.09531412499927683,1,tolerance,6,0.23076923076923078,large_budget,near_tie,0.0,144,near_tie_n720_m6_g144_s31,6,720,3,31,26
2.6088982424487632,7,95479,1186152,0.0,12785.09984963368,0.37065399999937654,14879,3,tolerance,12,0.46153846153846156,True,5,0.00012532454456959385,9.968152728190053e-09,242,7.721575465560494e-13,12572.494421671132,0.14207299999998213,2,tolerance,9,0.34615384615384615,large_budget,near_tie,0.0,144,near_tie_n720_m6_g144_s32,6,720,3,32,26
2.9741012154607827,12,156972,1952928,0.0,12790.28222587126,0.5656320420002885,21766,6,exact,18,0.6923076923076923,True,7,0.00012422151303326245,9.895862102472265e-09,336,2.11359053105988e-13,12564.990664704452,0.19018587499977002,3,tolerance,12,0.46153846153846156,large_budget,near_tie,0.0,144,near_tie_n720_m6_g144_s33,6,720,3,33,26
2.648259795762451,35,430463,5367576,3.0544611666554974e-08,14892.590381235426,1.5103911670003072,59132,17,tolerance,54,0.014995834490419328,True,19,0.00013828617375111207,9.940610841550802e-09,930,2.3434316512809918e-15,13978.786593618936,0.5703334580002775,9,tolerance,30,0.00833101916134407,large_budget,many_breakpoints,0.0,144,many_breakpoints_n720_m6_g144_s31,6,720,3,31,3601
2.9192734373485933,29,358683,4471584,1.312031077051817e-07,14880.543856780643,1.346237542000381,50933,14,tolerance,45,0.012496528742016106,True,15,0.00013882716666557826,9.988045872159598e-09,734,9.124301082686056e-15,13961.140448367338,0.46115499999996246,7,tolerance,24,0.006664815329075257,large_budget,many_breakpoints,0.0,144,many_breakpoints_n720_m6_g144_s32,6,720,3,32,3601
2.923442083005836,29,361830,4509348,4.766706959816234e-07,14918.80739997167,1.3268942080003399,50514,14,tolerance,45,0.012496528742016106,True,15,0.00013861950174032245,9.947444922524688e-09,734,4.7388023993444853e-08,13997.746227944997,0.4538807919998362,7,tolerance,24,0.006664815329075257,large_budget,many_breakpoints,0.0,144,many_breakpoints_n720_m6_g144_s33,6,720,3,33,3601
