adaptive_speedup,clique_interval_lp_evaluations,clique_interval_matrix_nnz,clique_interval_matrix_storage_bytes,clique_relative_gap,clique_root_bound,clique_seconds,clique_solver_iterations,clique_splits,clique_status,clique_theta_evaluations,clique_theta_fraction,compressed_all_interval_bounds_certified,compressed_interval_bound_evaluations,compressed_maximum_oracle_optimality_gap,compressed_maximum_scaled_oracle_optimality_gap,compressed_multiplier_evaluations,compressed_relative_gap,compressed_root_bound,compressed_seconds,compressed_splits,compressed_status,compressed_theta_evaluations,compressed_theta_fraction,configuration,family,final_lower_bound_relative_difference,gamma,instance,menu_size,n,repeats,seed,theta_count
1.4627704435975946,8,49548,617712,1.4100974788181105e-15,9038.334587804695,0.14955383300002723,6265,4,tolerance,12,0.46153846153846156,True,7,8.058234197960701e-05,9.076692968449472e-09,329,6.369611754318379e-13,9029.819580630237,0.10224012500020763,3,tolerance,12,0.46153846153846156,primary,dense_frontier,0.0,18,dense_frontier_n360_m6_g18_s11,6,360,5,11,26
1.4653338929320867,8,49548,617712,4.0340324554022882e-16,9026.788731911412,0.15045541700055765,6292,4,tolerance,12,0.46153846153846156,True,7,8.08541171863908e-05,9.114454704488016e-09,329,2.884333205612636e-13,9018.2189838876,0.10267654199924436,3,tolerance,12,0.46153846153846156,primary,dense_frontier,0.0,18,dense_frontier_n360_m6_g18_s12,6,360,5,12,26
1.502385263679729,8,49538,617592,3.0214757304906966e-15,9039.474023286311,0.15503720800006704,6219,4,tolerance,12,0.46153846153846156,True,7,8.028040429053362e-05,9.025750078614566e-09,329,2.4353094387755016e-13,9030.30290061716,0.10319404199981363,3,tolerance,12,0.46153846153846156,primary,dense_frontier,0.0,18,dense_frontier_n360_m6_g18_s13,6,360,5,13,26
1.4833595589456272,8,49538,617592,1.210180190825416e-15,9027.69631552296,0.15121429200007697,6379,4,tolerance,12,0.46153846153846156,True,7,8.061681546678301e-05,9.0789970068806e-09,329,4.033933969418053e-16,9018.439158082054,0.10194041700015077,3,tolerance,12,0.46153846153846156,primary,dense_frontier,0.0,18,dense_frontier_n360_m6_g18_s14,6,360,5,14,26
1.4909791054697092,8,49544,617664,2.2131011827379293e-15,9050.225781487485,0.15252641700044478,6487,4,tolerance,12,0.46153846153846156,True,7,7.993280451046303e-05,8.985572151443832e-09,329,9.79800250903065e-14,9041.106477676936,0.1022995000002993,3,tolerance,12,0.46153846153846156,primary,dense_frontier,0.0,18,dense_frontier_n360_m6_g18_s15,6,360,5,15,26
1.6830638829463693,8,99082,1235160,4.414620079618389e-15,18141.25165573289,0.3325185839994447,13028,4,tolerance,12,0.46153846153846156,True,7,0.0001605756042408757,9.026493445561829e-09,329,1.400638552533471e-13,18129.6538122364,0.1975674169998456,3,tolerance,12,0.46153846153846156,primary,dense_frontier,0.0,26,dense_frontier_n720_m6_g26_s11,6,720,5,11,26
5.847282629265701,7,87994,1096332,5.02245758494916e-15,18120.245684641603,0.3092160000005606,11604,3,tolerance,12,0.46153846153846156,True,1,0.00016079668421298265,8.879595721512436e-09,47,7.091710109948214e-14,18108.559134446114,0.05288199999995413,0,tolerance,3,0.11538461538461539,primary,dense_frontier,0.0,26,dense_frontier_n720_m6_g26_s12,6,720,5,12,26
6.298338193136157,8,99084,1235184,0.0,18117.54301419809,0.33343533399965963,13156,4,exact,12,0.46153846153846156,True,1,0.00016133763710968196,8.910933478525332e-09,47,2.815048032535269e-13,18105.582035652416,0.052940208000109124,0,tolerance,3,0.11538461538461539,primary,dense_frontier,0.0,26,dense_frontier_n720_m6_g26_s13,6,720,5,13,26
6.474728917104833,8,99076,1235088,0.0,18122.728441488915,0.3408027499999662,13043,4,exact,12,0.46153846153846156,True,1,0.00016050961858127266,8.862090480089552e-09,47,1.5908178792865496e-13,18111.936336227827,0.052635832999840204,0,tolerance,3,0.11538461538461539,primary,dense_frontier,0.0,26,dense_frontier_n720_m6_g26_s14,6,720,5,14,26
6.381746620438333,8,99074,1235064,0.0,18124.2966667945,0.3366544159998739,13237,4,exact,12,0.46153846153846156,True,1,0.00016011681509553455,8.840131604846947e-09,47,6.266665971514777e-14,18112.49224024496,0.0527527080002983,0,tolerance,3,0.11538461538461539,primary,dense_frontier,0.0,26,dense_frontier_n720_m6_g26_s15,6,720,5,15,26
6.769295498803805,7,175980,2192484,0.0,36328.12668453343,0.7010107500000231,23235,3,exact,12,0.46153846153846156,True,1,0.00032093270419863984,8.837297710412654e-09,47,4.4879053490352935e-14,36315.70585434696,0.1035574160005126,0,tolerance,3,0.11538461538461539,primary,dense_frontier,0.0,37,dense_frontier_n1440_m6_g37_s11,6,1440,5,11,26
6.867005345969809,7,175982,2192508,0.0,36303.32149244875,0.7117250419996708,23185,3,exact,12,0.46153846153846156,True,1,0.0003198431877535768,8.813431198384095e-09,47,3.889553985301186e-14,36290.42770677312,0.10364416599986725,0,tolerance,3,0.11538461538461539,primary,dense_frontier,0.0,37,dense_frontier_n1440_m6_g37_s12,6,1440,5,12,26
6.708371749851793,7,175977,2192448,0.0,36319.33418526041,0.7022136249997857,23343,3,exact,12,0.46153846153846156,True,1,0.00031900806789053604,8.786707658997341e-09,47,4.509176023827339e-14,36305.75640739348,0.10467720799988456,0,tolerance,3,0.11538461538461539,primary,dense_frontier,0.0,37,dense_frontier_n1440_m6_g37_s13,6,1440,5,13,26
6.770235911890148,7,175975,2192424,0.0,36322.0347444215,0.6977213330001177,23323,3,exact,12,0.46153846153846156,True,1,0.0003203037704224698,8.821988585655159e-09,47,6.553032980074779e-14,36307.434238046306,0.10305716699986078,0,tolerance,3,0.11538461538461539,primary,dense_frontier,0.0,37,dense_frontier_n1440_m6_g37_s14,6,1440,5,14,26
6.714755344121628,7,175975,2192424,0.0,36306.77013498562,0.6980475000000297,23575,3,exact,12,0.46153846153846156,True,1,0.0003216724799131043,8.862755403132867e-09,47,5.292354703868412e-14,36294.86150541821,0.10395725000034872,0,tolerance,3,0.11538461538461539,primary,dense_frontier,0.0,37,dense_frontier_n1440_m6_g37_s15,6,1440,5,15,26
2.1464887587208934,10,63184,787128,3.1727761969552132e-15,7784.408190498957,0.2087754579997636,8981,5,tolerance,13,0.5,True,7,4.9186317482963204e-05,6.362160427088766e-09,343,6.463062623427286e-15,7744.295517059702,0.09726370899988979,3,tolerance,12,0.46153846153846156,primary,correlated_risk,0.0,18,correlated_risk_n360_m6_g18_s11,6,360,5,11,26
1.9650161271270459,8,50874,633624,2.4683044823823456e-15,7782.975939756527,0.19708137500037992,7583,4,tolerance,12,0.46153846153846156,True,7,4.92384851895622e-05,6.371781706122021e-09,343,1.0149432954938835e-12,7741.03220396096,0.10029504199974326,3,tolerance,12,0.46153846153846156,primary,correlated_risk,0.0,18,correlated_risk_n360_m6_g18_s12,6,360,5,12,26
2.112215246675701,10,63200,787320,2.1131425386278902e-15,7790.992303805157,0.20408091699937358,8899,5,tolerance,13,0.5,True,7,4.9032554670702666e-05,6.337138466763497e-09,343,1.9300035186134733e-13,7750.7799520440285,0.09661937500004569,3,tolerance,12,0.46153846153846156,primary,correlated_risk,0.0,18,correlated_risk_n360_m6_g18_s13,6,360,5,13,26
1.8251064312309133,8,50652,630960,0.0,7788.900311669207,0.17764658299984148,7238,4,tolerance,12,0.48,True,7,4.919150796922622e-05,6.3572984040667295e-09,343,1.5870597513266084e-13,7749.564499084763,0.09733491699989827,3,tolerance,12,0.48,primary,correlated_risk,0.0,18,correlated_risk_n360_m6_g18_s14,6,360,5,14,25
1.871222959749172,8,50947,634500,3.171471985339155e-15,7787.754999154451,0.18496454199976142,7435,4,tolerance,12,0.46153846153846156,True,7,4.9385573220206425e-05,6.384947860413241e-09,343,4.673810010986851e-13,7748.6525438326025,0.09884687500016298,3,tolerance,12,0.46153846153846156,primary,correlated_risk,0.0,18,correlated_risk_n360_m6_g18_s15,6,360,5,15,26
2.179245539457808,8,101729,1266924,7.349910993284516e-15,15648.204088065278,0.40469524999934947,13583,4,tolerance,12,0.46153846153846156,True,7,9.795589357963763e-05,6.293103215186688e-09,343,8.633228785762764e-15,15591.526554279992,0.1857042920000822,3,tolerance,12,0.46153846153846156,primary,correlated_risk,0.0,26,correlated_risk_n720_m6_g26_s11,6,720,5,11,26
2.34640579186932,8,101784,1267584,8.29051757421501e-15,15632.608987189466,0.43574749999970663,14375,4,tolerance,12,0.46153846153846156,True,7,9.838510413828772e-05,6.327609564441203e-09,343,6.830919409740536e-14,15577.82689628917,0.18570850000014616,3,tolerance,12,0.46153846153846156,primary,correlated_risk,0.0,26,correlated_risk_n720_m6_g26_s12,6,720,5,12,26
